ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
jjYXRmE19lQ,130,140,"/m/03q5t,/m/05148p4","['instrumental', 'fast tempo', 'harpsichord', 'renaissance music', 'western classical', 'concert', 'enthralling', 'ethereal', 'harpsichord solo', 'dual keyboard', 'sharp sounds', 'melodious']","This music is instrumental. The tempo is fast with an enthralling harpsichord melody. The music is an energetic, high-powered, vibrant, vivacious and melodious western classical.",7,False,False
jjg0TCq3wbY,30,40,"/m/04rlf,/t/dd00033","['low quality', 'noisy', 'hollow piano melody', 'emotional', 'sad', 'heartfelt', 'passionate female vocal', 'thin']","The low quality recording features a passionate female vocalist singing over a hollow piano melody. It sounds thin and noisy, and you can really hear the unprofessional recording technique, especially in vocals.",4,True,True
jlIbJVfnHB4,30,40,"/m/04rlf,/t/dd00035","['male singer', 'backup singers', 'rap music', 'drum rolls', 'hip hop music', 'hood', 'ghetto boys', 'piano accompaniment', 'slick drumming rhythm', 'solid drum play', 'story telling', 'energetic', 'emotional', 'beep tones', 'hi- hop dance hits', 'medium tempo', 'hip hop dance hits', 'poor audio quality', 'strong bass line']","A male singer sings this passionate melody with backup singers in vocal harmony. The song is medium tempo with a slick drumming rhythm, keyboard accompaniment, beep tones, strong bass line and slick percussion hits. The song is groovy and story telling in nature. The song has poor audio quality.",1,False,False
jlmCu2GMoG4,240,250,"/m/02w4v,/m/04rlf,/m/04wptg","['traditional', 'flutes', 'percussion', 'male voice singing', 'higher pitch', 'string instruments', 'medium tempo']",This recording is full of flutes and string instruments played with a bow. All of them are playing melodies spread across the sides of the speakers. Someone is playing a percussion instrument and a male voice is singing in a higher key. To me it sounds overloaded with too many melodies playing at the same time. This song may be playing in a traditional presentation.,6,False,False
jmPmqzxlOTY,30,40,"/m/04rlf,/m/07lnk,/m/0cfdd,/m/0m0jc","['edm', 'house', 'techno', 'four on the floor kick', 'shuffled hi hats', 'repetitive synth bassline', 'synth chords with delay', 'instrumental', 'drum machine tom melody', 'claps on backbeat']","This is an EDM inspired instrumental house/techno beat with a four on the floor kick pattern, shuffled hi hats, a repetitive synth bassline, synth chords with delay, drum machine tom melody and claps on the backbeat.",8,False,True
joLyjgORwDo,130,140,"/m/0395lw,/m/04rlf,/t/dd00126","['bali', 'folk music', 'instrumental', 'no singer', 'gamelan', 'kendang', 'gong', 'trippy', 'hypnotic', 'live performance']","This is a Bali folk music piece. The instruments that are used are mostly percussive in nature traditional to the music of Bali such as gamelan, kendang and gong. There is a hypnotic atmosphere in this piece. It could be used in dream/hypnosis sequences in the soundtracks of movies and TV shows.",9,True,True
jqiD3VeM_hY,40,50,"/m/0326g,/m/04rlf","['low quality', 'mixed background vocals', 'acoustic rhythm guitar', 'child talking', 'muffled', 'noisy', 'fun', 'happy']","The low quality recording features a mixed background vocals singing over acoustic rhythm guitar. There is also a child talking over the song. The recording is noisy and muffled, but it sounds fun and happy.",4,True,True
jrwhxVnvMdk,30,40,"/m/02rr_,/m/0342h,/m/04rlf,/m/06w87","['instrumental', 'slow tempo', 'acoustic guitar accompaniment', 'mellow', 'soft', 'dulcet', 'country love song', 'steel guitar', 'auto harp', 'country song', 'country hits', 'country instrumental', 'auto harp instrumental', 'mellifluous', 'enthralling', 'pleasant', 'nostalgic', 'calming', 'soothing', 'emphatic']","The music is a country song instrumental. The tempo is slow with an auto harp harmony and lively acoustic guitar accompaniment. The music is soft, mellow, mellifluous,dulcet, sentimental, simple and nostalgic.",7,False,True
jtRse-cDB18,30,40,"/m/04rlf,/m/07brj,/m/0y4f8","['dance music', 'maracas playing percussively', 'acoustic song', 'live performance', 'tap dance rhythm', 'women dancing', 'traditional dancing', 'clicking percussions', 'clickers', 'poor audio quality', 'guitar playing rhythm', 'energetic', 'passionate', 'ambient room noise', 'dance rhythm', 'fats tempo', 'female latin singer', 'footstep sounds']","A female singer sings this traditional melody. The song is medium tempo with a clicking percussion rhythm, guitar strumming accompaniment and tap dancing tones. The song is energetic and passionate. The song has very poor audio quality.",1,True,True
jtwRKyQ8-lg,230,240,"/m/02x8m,/m/04rlf","['hip-hop', 'dancehall', 'female vocal sample', 'piano', 'bass guitar', 'acoustic drums', 'rhythmic effects', 'chill', 'groovy', 'urban']",This is a hip-hop/dancehall music piece. There is a repeating female vocal sample in the lead. The piano is playing the chords of the song. There is a groovy bass guitar in the background. The rhythm is provided by an acoustic drum beat with a lot of rhythmic sound effects applied to give it more of a swing feel. The atmosphere of the piece is chill and urban. This piece could be the opening theme of a sit-com taking place in the big city.,9,False,False
jx27p7k2lSw,110,120,"/m/04rlf,/m/08p9q4","['r&b/disco', 'synthesizer pads', 'e-piano', 'male voice singing', 'atmospheric', 'slow tempo']","An e-piano is playing a melody and chords with a lot of tremolo while thin, airy synth pads are playing long evolving sounds. A male voice is singing in a higher register with effects on his voice. It sounds like a voice sample. This song may be playing in a club.",6,True,True
jy0gitU1BFA,50,60,"/m/04rlf,/m/07qcpgn","['live performance', 'dance studio', 'tap dancing', 'groovy music', 'live performance', 'high energy', 'adrenaline rush', 'choreography sounds', 'encouraging vocals', 'footsteps', 'people cheering', 'female sounds', 'ambient room noises', 'body movement noises', 'hip hop dance song', 'female vocals', 'poor audio quality', 'dance rehearsal', 'instrumental music', 'fast tempo', 'energetic dancing sounds']","A hip hop dance song with female vocals plays as a dance track for three dancers. The song is fast tempo with faint audio signal with a lot of ambient room noises like footsteps sounds,body movements sounds and ambient room noise. The audio quality is very poor.",1,False,True
jzij1UX73kU,30,40,"/m/02v2lh,/m/04rlf","['low quality', 'wide sustained synth pad', 'mellow sustained strings', 'relaxing', 'calming', 'ambient']","The low quality recording features an ambient song that consists of a wide sustained synth pad, followed by mellow sustained strings. It sounds relaxing, calming and like something you would listen to in a yoga session.",4,False,False
k-89m72W0j8,30,40,"/m/04rlf,/m/07hvw1","['low quality', 'wind blowing sounds', 'acoustic guitar tuning', 'background nature ambient sound', 'birds chirping', 'distant unclear chatting']","The Low Quality recording features a person trying to tune an acoustic guitar and background nature ambient sounds that include birds chirping, distant and unclear chatting and wind blowing sounds. You could tell that it is low quality by the amount of noise in the recording.",4,True,True
k-J2-Ou1Fm8,30,40,"/m/04rlf,/t/dd00037","['cinematic', 'synthesizer', 'digital choir sample', 'bass', 'piano', 'dark atmosphere', 'slow tempo']","Single sounds, noises and melodies being played with a lot of reverb and delay. Long waving notes, deep drum hits; a processed choir melody and a piano playing a chord with effects on it. The whole composition sounds very atmospherically dark and scary. This song may be playing in a videogame.",6,False,True
k-LkhT4HAiE,300,310,"/m/0283d,/m/03mb9,/m/04rlf,/m/07s72n,/m/08cyft,/m/0ggx5q","['dance mix', 'trance music', 'medium fast tempo', 'trance super hits', 'spring break dance party', 'poor audio quality', 'underground dance party', 'electronic dance music', 'strong bass hits', 'xtra bass', 'groovy dance hits', 'trance party', 'trance dance hits', 'youthful', 'energetic', 'adrenaline fix', 'instrumental  music', 'keyboard harmony', 'synthetic vocal harmony']","The song is an instrumental. The tempo is medium fast tempo with deep bass hits, synth voice harmony, keyboard harmony, and strong drumming rhythm. The song is deep trance and very groovy. The song has poor audio quality.",1,False,True
k2uiJXN3L6E,290,300,"/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y","['electric guitar', 'slight distortion effect', 'no music', 'exercise']",The excerpt features an electric guitar playing a descending melody note by note with a slight distortion effect on. This doesn't sound like actual music but more like an exercise.,2,False,True
k3A5xX8yfig,30,40,"/m/02fxyj,/m/04rlf","['male singer', 'soaring vocals', 'bad quality audio', 'tamil love songs', 'poor audio quality', 'medium tempo', 'emotional', 'passionate', 'madly in love', 'longing for you', 'tamil movie songs', 'movie soundtrack', 'guitar accompaniment', 'violin accompaniment', 'no percussion instruments', 'romantic', 'deteriorated audio quality', 'humming', 'buzzing', 'romantic', 'love song', 'spirited', 'passionate', 'bollywood music', 'strong bass line']","A male singer sings this soaring melody. The song is medium tempo with a guitar accompaniment, strong bass line and a violin accompaniment. The song quality is poor and badly deteriorated. The song is a romantic love song from a Tamil movie.",1,True,True
k4kbpRRRgcQ,250,260,"/m/02mscn,/m/04rlf","['contemporary gospel song', 'female voice', 'synth pads', 'falsetto voice', 'percussion', 'piano', 'bass', 'synth sounds', 'slow tempo', 'easy listening']","This contemporary gospel song features a female voice. When the voice reaches a high pitch, she sings in falsetto. This is accompanied by percussion playing the floor tom and kick. The splash cymbal is played on the fourth count of the bars. A piano plays arpeggiated chords in the background. Synth pads play chords in the background filling the musicscape. This gospel song is emotional. This song can be played in a worship session in church.",0,False,False
k4ttuqKjiw0,30,40,"/m/016cjb,/m/02mscn,/m/04rlf,/m/074ft","['ballad/pop', 'mixed male voices singing', 'e-bass', 'piano', 'keyboard', 'acoustic drums', 'medium tempo']",This audio contains a simple drum groove along with a bassline playing long notes. A piano and keyboard are playing chords and melodies panned to the left and right side of the speakers. Male voices are singing a melody together. Some in the mid and high range and one as a bass voice. This audio may be playing at a celebration event.,6,False,False
k5kPBsMFlOc,30,40,"/m/04rlf,/m/0xzly","['low quality', 'live performance', 'shimmering shakers', 'acoustic rhythm guitar', 'arpeggiated harp melody', 'tropical', 'exotic', 'noisy']","The low quality recording features a live performance of shimmering shakers, acoustic rhythm guitar and arpeggiated harp melody. It sounds tropical and exotic even though the recording is very noisy, as it was probably recorded with a phone.",4,True,True
k6F3gc8f8kI,150,160,"/m/01kcd,/m/01wy6,/m/06ncr","['low quality', 'mono', 'noisy', 'harmonizing clarinet melodies', 'flat male vocal', 'soulful']","The low quality recording features a flat male talking, after which there are harmonizing clarinet melodies playing. It sounds soulful and the recording is in mono and noisy.",4,False,False
k8AE-vqWbm4,10,20,"/m/015lz1,/m/04rlf,/m/05lls,/m/0l14jd","['amateur recording', 'acoustic piano', 'male voice choir', 'church music/liturgical', 'slower tempo']",This audio contains a male church choir singing from the low register up into the mid-higher register. An acoustic piano is providing single notes walking up the keybed. This song may be playing in a church sung by a male choir.,6,False,False
k9w2aaNKenE,40,50,"/m/01hgjl,/m/04rlf,/m/07qb_dv","['happy sounding background song', 'noisy', 'low quality', 'plastic scraping sound effect', 'breaking plastic sound effect', 'plastic impact']","The low quality recording features a happy sounding background song playing in the background and some plastic impact, breaking and plastic scraping sound effects. It seems like it is a tutorial for a kids game.",4,False,True
kAAGkKPVgZ8,280,290,"/m/04rlf,/t/dd00035","['low quality', 'pop', 'punchy kick', 'groovy bass', 'claps', 'passionate echoing female vocal', 'repetitive synth lead melody', 'energetic', 'passionate', 'addictive']","The low quality recording features a pop song that consists of a passionate, echoing female vocal singing over punchy kick, groovy bass, repetitive synth lead melody and some claps. It sounds energetic, passionate and addictive.",4,False,False
kAE7Ceg4VgQ,590,600,"/m/015lz1,/m/04rlf,/m/07brj","['low quality audio', 'percussion', 'contemporary gospel song', 'hand claps', 'crowd noise', 'tambourine', 'bass guitar', 'male voice', 'piano', 'moderate tempo']",This is a low audio clip. This song is a contemporary gospel song. This song features a male voice. This is accompanied by a tambourine and hand claps. The bass plays the root notes of the chords. The piano plays chords and fills. The sounds of the crowd are heard in this clip. The tempo of this song is moderate.,0,True,True
kCsmvK06SCA,30,40,"/m/04rlf,/m/0jtg0","['instrumental', 'fast tempo', 'indian music', 'engaging', 'fervent', 'enigmatic', 'indian classical', 'sitar', 'hindustan classical music', 'tanpura accompaniment', 'lute family', 'raga', 'vivacious', 'vigorous', 'dexterity', 'skill', 'melodic', 'captivating', 'enthralling', 'instrument of goddess saraswati', 'mellifluous']","This music is an enthralling Sitar instrumental. The tempo is fast with an animated and melodic Sitar lead Harmony and tanpura accompaniment. The music is based on Hindustani Classical notes. It is captivating, intense, mellifluous, engaging,and fervent.",7,True,True
kGo-dAQXtsA,30,40,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['e-guitar', 'finger tapping', 'amateur recording', 'medium tempo']",someone is playing a distorted e-guitar. Playing a melody using finger tapping. This is an amateur recording. This song may be playing at home practicing finger tapping guitar.,6,False,True
kH-F9JzC7eE,80,90,"/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y","['female voice over', 'solo ukelele', 'demonstartional', 'free time']",solo ukelele playing in free time in a demonstrative manner with a female voiceover.,8,False,False
kIEEDYowZhA,100,110,"/m/018j2,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'noisy', 'steel guitars melodies', 'flat male vocal', 'passionate', 'folk', 'live performance']","The low quality recording features a short snippet of flat male vocals, followed by steel guitar melodies. It sounds passionate, even though the recording is very noisy.",4,False,False
kKPGTMdz99A,420,430,"/m/02v2lh,/m/04rlf,/m/09x0r","['guided meditation', 'soothing', 'relaxing', 'synth pad', 'birds chirping', 'synth melody', 'female voice speaking', 'slow tempo']",This audio contains a synth drone playing in the lower midrange and other synthesizer sounds on top. One of them is playing a melody in a higher pitch. A female voice is talking along to the music. The whole recording is full of reverb. This song may be playing during meditation or while falling asleep.,6,False,False
kKihNQ44dDQ,100,110,"/m/018vs,/m/01b9nn,/m/028v0c,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['instrumental music', 'slow tempo', 'electric guitar', 'music demo', 'song fade', 'reverb tones', 'guitar lead', 'guitar accompaniment', 'strong bass line', 'electric guitar demo', 'guitar amplifier', 'suspense', 'no other instrumentation', 'soloist', 'guitar solo artist', 'home music video', 'averts sound quality', 'emotional passionate', 'positive', 'mysterious', 'secret agent man']",The song is an instrumental. The tempo is slow with an electric guitar playing lead and a strong bass line in a rhythmic manner. The song is strong and mysterious like a secret agent movie theme. The song is recorded at home and has an average sound quality. The song is a music demo.,1,False,True
kMK10SknFAI,280,290,"/m/04rlf,/m/07prgkl","['atmospheric', 'synth pad sounds', 'background-noises', 'slow tempo', 'soothing']",A synthesizer is playing soothing pad sounds with a lot of reverb. In the background you can hear external noises and some water sounds. This may be playing in a videogame.,6,False,True
kMNL4Y4XMhc,100,110,"/m/01kcd,/m/0319l","['classical', 'instrumental', 'orchestra', 'live performance', 'brass section', 'french horn', 'tubular bells', 'vibrant', 'festive', 'joyful']",This is a classical music piece performed by an orchestra. There is a wide ranging brass section that has the french horn as the lead playing the melody. In the percussive background there are the tubular bells which give the piece a festive feel. The atmosphere is vibrant. This piece would fit perfectly in the soundtrack of a Christmas movie either as the opening theme or during the scenes where there is a preparation going on.,9,False,False
kMmjr8deHis,40,50,"/m/0192l,/m/085jw","['low quality', 'mono', 'noisy', 'folk', 'echoing male chant', 'punchy snare', 'punchy kick', 'addictive strings melody', 'addictive brass melody', 'traditional', 'addictive', 'passionate', 'wooden percussions', 'simple bass', 'energetic']","The low quality recording features a folk song that consists of an echoing male chant over punchy kick and snare hits, wooden percussion, addictive strings and brass melodies and simple bass. It sounds traditional, addictive, passionate and energetic. The recording is noisy and in mono.",4,False,False
kOBh4NZ4wZQ,70,80,"/m/04rlf,/m/06cqb","['male singer', 'medium tempo', 'man laughing', 'tambourine beats', 'groovy bass line', 'congas', 'elegant', 'smooth', 'slick', 'bongos', 'funky electric guitar', 'vocal backup', 'slick drumming', 'keyboard harmony', 'trombone', 'funk pop', 'soul', 'r&b', 'funk soul', 'movie soundtrack', 'ambient']","A male vocalist sings this smooth Soul song. The tempo is medium with a groovy bass line, trombone harmony, electric guitar rhythm, slick drumming, vocal backup, congas and tambourine  beats with smooth vocal backup. The song is soft, rich, elegant, ambient and smooth. This music is a Funk pop/Soul.",7,False,False
kOREaTKeyZw,30,40,"/m/0192l,/m/085jw","['amateur recording', 'traditional', 'bagpipe']",This audio contains someone playing a piece of music on a bagpipe. The music sounds traditional. This song may be playing at a folksfest.,6,False,False
kQw2NQ_eqyg,30,40,"/m/026z9,/m/02x8m,/m/04rlf,/m/064t9","['retro pop hits', 'doo-wop hits', 'female singer', 'memdium tempo', 'female backup singers', 'vocal harmony', 'groovy guitar rhythm', 'strong bass line', 'keybiard harmony', 'groovy drumming rhythm', 'dance rhythm', 'passionate', 'cheerful courtship song', 'woo her', 'sexy', 'feeling good', 'retro pop super hits', 'retro dance hits', 'poor audio quality']","A female singer sings this cool melody with backup singers in  vocal harmony. The song is medium tempo with a groovy bass line and  guitar rhythm, steady drums g rhythm and keyboard harmony. The song is catchy and has a dance groove. The song is a retro dance hit. The song has a poor audio quality issue.",1,True,True
kR2yBlL6nFU,50,60,"/m/03q5t,/m/05148p4,/m/07y_7,/m/0l14_3","['low quality', 'mono', 'noisy', 'classical', 'sad violin melody', 'harpsichord melody', 'emotional', 'passionate']","The low quality, mono recording features a classical song performed by sad violin melody and harpsichord. The recording is noisy and it sounds emotional and passionate.",4,False,False
kSKXtXXAD70,30,40,"/m/01m4t,/m/04rlf","['low quality', 'muffled song', 'radio', 'noisy', 'printer sound effects', 'mono']","The low quality recording features a printer that produces printing sounds and some muffled music playing in the background, probably on a radio. It is noisy and in mono.",4,False,True
kSdH9z8snac,180,190,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5,/t/dd00125","['low quality', 'soft rock', 'cover', 'mellow electric guitar melody', 'noisy', 'intro']",The low quality recording features a cover of a soft rock song and it consists of a mellow electric guitar melody. The recording is a bit noisy. It sounds like an intro section of the song.,4,False,True
kT0KMsfD4d8,50,60,"/m/015y_n,/m/04rlf","['instrumental', 'fast tempo', 'brass band', 'trombone', 'brass band', 'symphony', 'country movie', 'trumpet flourish', 'choral harmonybright trumpet harmony', 'orchestral music', 'orchestra', 'enthusiastic drumming', 'sound of galloping horse', 'cowboy', 'violin symphony', 'piano accompaniment', 'whistling', 'cello', 'viola', 'vibrant', 'intense', 'triumphant music', 'violin', 'engaging', 'captivating', 'spirited']","This song is a spirited instrumental. The tempo is fast with enthusiastic brass harmony , with trumpet flourish, trombone and violins, cello and viola playing an upbeat melody along with vigorous drumming, piano accompaniment and cheerful, animated choral backup. The song is animated, vibrant, energetic and full of life. The sound of the hooves of horses and whistling indicates that this is Country music.",7,True,True
kTBlMy4dtC0,30,40,"/m/04rlf,/m/06cqb","['reggae music', 'male singer', 'children’s song', 'groovy drum rhythm', 'guitar accompaniment', 'barking sounds', 'animated movie', 'movie soundtrack', 'groovy bas slime', 'reggae drum rhythm', 'reggae band', 'drum rolls', 'exciting', 'positive', 'cheerful', 'dance rhythm', 'kindergarten songs']","A male singer sings this cheerful children’s song.  The song is medium tempo with reggae inspired drumming rhythm, guitar accompaniment, groovy bass line and keyboard harmony. The song is exciting and cheerful. The song is a children’s dance song.",1,False,False
kTyI2unrdv0,30,40,"/m/01jg1z,/m/04rlf","['electronic/techno', 'piano', 'synthesizer', 'white noise', 'bass', 'uptempo', 'melancholic']","This song contains a piano playing minor chords with a lot of reverb, a synthesizer playing a countermelody with short notes and something like a processed and cut voice sample that gets repeated in a very short and rhythmical ways serving as percussive element and is panned to the left and the right side of the speakers along with white noise processed with delay. For a moment a short digital bass sound is coming in. This song may be playing in a club.",6,False,True
kUQ1xfK82Q0,30,40,"/m/0164x2,/m/04rlf,/m/0dq0md,/m/0ggx5q","['pop', 'acoustic guitars', 'male voices singing', 'kids voices', 'e-bass', ""percussion's"", 'medium to uptempo']",A lot of percussive instruments are being played and panned to the left and right side of the speakers. A funky bassline is repeating the same pattern with fill-ins. An acoustic guitar is strumming funky chords and another guitar-like instrument is playing a melody on top. Male voices are singing in unison and kids voices are responding as backing vocals. This is an amateur recording.,6,True,True
kVYXcbvw9u4,580,590,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['instrumental', 'electric guitar', 'amplified', 'vibration', 'string instrument', 'electric guitar lead', 'minimalist', 'groovy', 'external amplification', 'heavy metal', 'rock', 'reggae', 'jazz', 'funk']","This music is an electronic instrumental; the tempo is medium with a solo electric guitar lead and no accompanying instruments. The music is melodic, rhythmic, and groovy.",7,True,True
kVaQA3PhSio,0,10,"/m/04rlf,/m/04szw,/m/07kc_","['low quality', 'noisy', 'mono', 'theremin swell', 'echoing effect', 'suspenseful', 'intense']","The low quality recording features a short snippet of echoing effect at the beginning, after which there is a theremin swell. It sounds suspenseful, intense and the recording is noisy and in mono.",4,False,False
kVuG_F3qCuY,30,40,"/m/018vs,/m/04rlf,/m/05w3f,/m/06by7","['bluesrock', 'e-guitar', 'slide guitar', 'acoustic drums', 'e-bass', 'medium tempo']",An acoustic drum set is playing a shuffle groove with hits on the ride along with an e-bass playing a blues walking bassline. Someone is playing a slide-e-guitar. This song may be playing at a live concert.,6,True,True
kX5bTiq5eBo,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['hip hop', 'hip hop drum beat', 'string instrument', 'violin', 'violin riff', 'string motif', 'raspy rap vocal', 'gangsta rap']",The song is a hip hop song with a violin motif playing the most prominent role in the instrumental. The drum beat is a simple boom bap beat. The rapper has a raspy voice and he sounds emboldened regarding his message. The violin riff is repeated throughout the song.,3,False,False
kYrJadZmjm0,50,60,"/m/026t6,/m/02x8m,/m/03mb9,/m/04rlf,/m/0cfdd,/m/0chx_","['house music', 'dance', 'electronic dance music', 'laser-like synths', 'futuristic low-pitched pad', 'simple house drum beat']","This is a house song, meant for dancing. The synths are played rapidly for the build-up and then the song drops into a section where it's mostly the low, rumbling, futuristic pad and the house drum beat. This song would be heard at house dance parties.",3,False,False
kZBFQAQI7Pg,30,40,"/m/01jwx6,/m/04rlf,/m/07sbbz2,/m/0g293","['male vocalist', 'fast tempo', 'boomy bass', 'enthusiastic', 'insistent', 'recurring vocal riff', 'youthful', 'engaging', 'enthusiastic', 'classic pop', 'electric guitar riff', 'female vocal backup', 'steady drumming', 'incoherent music', 'inferior audio quality', 'muddled sounds', 'live performance', 'concert', 'amateur recording', 'keyboard accompaniment']","A male vocalist sings this energetic song. The tempo is fast with boomy bass lines, steady drumming, keyboard harmony and enthusiastic electric guitar riff with vocal backup. The audio quality is very bad and the song is muffled and muddy. This song is a live performance with ambient sounds of people clapping and cheering.",7,True,True
kZPz8ExTzBk,280,290,"/m/02cz_7,/m/0y4f8","['male singer', 'beatboxing', 'medium tempo', 'energetic', 'passionate', 'live  performance', 'ambient noises', 'beatboxer', 'spirited', 'animated sounds', 'grunting noises', 'soloist', 'entertainer', 'performer', 'groovy rhythm', 'animated interactions', 'bad audio quality']",A male beatboxer creates a cool groove with animated sounds like grunting and mouth percussion. The song is medium tempo with no other instrumentation. The song is energetic and passionate. The song has bad audio quality.,1,False,False
kZYBpOwNGZU,40,50,"/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['rock/pop', 'e-guitars', 'e-bass', 'amateur recording']",Two e-guitars playing a melody. An electric bass is playing the rootnotes. They run through a chorus/vibrato effect.  This song may be playing at home building a song with a loopstation.,6,False,True
k_ET0i2y0Ow,30,40,"/m/03q5t,/m/05148p4","['classical', 'cembalo', 'slower tempo']",This audio contains someone playing a classical piece on a cembalo. This song may be playing live in a theater.,6,False,False
kaabXWuPWRg,30,40,"/m/02rr_,/m/02sgy,/m/04rlf,/m/0b9m1,/m/0g12c5","['electric guitar', 'instrumental', 'string instrument', 'external amplification', 'vibrations', 'skilful', 'pop', 'jazz', 'country', 'blues', 'heavy metal', 'lead instrument', 'medium tempo', 'sonic power', 'amplified  guitar', 'melodious', 'minimal instrumentation', 'rock', 'hard rock', 'intense', 'loud', 'powerful']","This music clip is an electric guitar solo lead instrumental. The tempo is fast with the guitarist playing a very emphatic, intense riff. No other instruments have been used. The music is loud, intense, engaging and catchy.",7,False,True
kbAMGp-TKJo,30,40,"/m/04rlf,/m/07qsvvw,/t/dd00035","['harmonizing male vocals', 'low quality', 'electro', 'energetic', 'exciting', 'punchy ""4 on the floor"" kick', 'distorted', 'repetitive electric guitar melody', 'repetitive synth keys melody', 'groovy bass', 'shimmering open hats', 'shimmering hi hats', 'live performance', 'crushed']","The low quality recording features a live performance that contains harmonizing male vocals singing over repetitive synth keys and electric guitar melody, followed by groovy bass, shimmering hats and punchy ""4 on the floor"" kick pattern. The recording is noisy, distorted and crushed, but it sounds energetic and exciting.",4,True,True
kbCh5HrmgN0,80,90,"/m/04rlf,/m/04szw,/m/0l156b","['steeldrum-orchestra', 'amateur recording', 'soothing', 'slower tempo']","A steeldrum-orchestra in playing a composition containing bass sounds, mid range chords and melodies in the higher register. This sounds soothing. This song may be playing as a live performance.",6,True,True
kbquMoJrhC0,30,40,"/m/04rlf,/m/06j64v","['folk', 'echoing passionate male vocal', 'sitar melody', 'mellow organ keys chords', 'low quality', 'passionate', 'mono']","The low quality recording features a folk song sung by passionate echoing male vocals over mellow organ keys, chords and sitar melody. It sounds narrow, because it was recorded with a mono microphone setup, but it is also very passionate, regardless.",4,True,True
kcTwJwdLTSo,50,60,"/m/04rlf,/t/dd00033","['classical music', 'string instruments', 'sombre tone', 'violins', 'cellos', 'sad', 'emotional', 'reflective', 'orchestral piece']","This is a piece by a classical orchestra. The melody is mainly led by string instruments such as violins and  cellos. The piece elicits feelings of sadness, and can initiate a desire to reflect. The piece ends on an uplifting high note, which could be used as a sign that better days are to come.",3,False,False
kdxW11WBlQE,150,160,"/m/01kcd,/m/01xqw,/m/06ncr,/m/0d8_n,/m/0l14_3","['jazz', 'amateur recording', 'upright bass', 'acoustic drums', 'acoustic piano', 'saxophone', 'fast tempo', 'calm']","This song contains a fast and silent jazz drum rhythm with a fast groove on the ride. Someone is playing an arpeggio melody on an acoustic piano in the midrange, adding a little melody on top being played in the upper register. A upright bass is playing a walking bassline. A saxophone is playing the main melody. This song may be playing live as a concert.",6,False,False
keHCWa6XfGY,30,40,"/m/015vgc,/m/028sqc,/m/04rlf","['indian', 'indian classical', 'sitar', 'tabla', 'percussion', 'female vocals', 'drums', 'cajon', 'kathak dance']","This is an Indian classical music piece. The female vocals are singing in a syncopated manner at the same time with the rhythmic background of the tabla, the cajon and the acoustic drums. The melodic background is provided by a sitar. The piece is used as an accompaniment for the kathak dance. It could be used for the same task in dancing courses.",9,True,True
keIvA2wSPZc,30,40,"/m/0155w,/m/04rlf","['male singer', 'slow tempo', 'mellow', 'soft', 'dulcet', 'melodic', 'acoustic guitar', 'auto harp', 'resonator', 'tambourine', 'shakers', 'keyboard harmony', 'sentimental', 'emotional', 'nostalgia', 'poignant', 'boomy bass lines', 'steady drumming', 'sentimental']","A male vocalist sings this soft country song. The tempo is slow with a gentle acoustic guitar and resonator rhythm, subtle keyboard, soft drumming, tambourine beats and soft auto harp strains. The vocals are mellow, gentle, sentimental, emotional, poignant, melancholic and nostalgic. This song is a Classic Country song.",7,False,True
kepd6_X_vS4,310,320,/m/0l14t7,"['low quality', 'noisy', 'mono', 'bowl scraping resonance', 'deep male vocal hum', 'calming', 'relaxing']","The low quality recording features a bowl scraping resonance tone over which there is a deep male vocal hum. The recording is in mono, noisy and it sounds calming and relaxing.",4,False,False
kf-U7I0-DdA,30,40,"/m/04rlf,/m/07pkxdp","['female singer', 'lilting melody', 'lullaby', 'medium tempo', 'aorangi vocals', 'spirited', 'passionate', 'bad audio quality', 'hissing noises', 'string section', 'piano playing accompaniment', 'philharmonic orchestra', 'groovy', 'walking march tempo', 'standing bass line', 'emotional', 'romantic', 'heartfelt', 'pop song', 'movie soundtrack']","A female singer sings this lilting melody. The song is medium tempo with a string section playing an emotional harmony, piano accompaniment and steady bass line playing rhythmically. The song is emotional and heartfelt. The song is a movie soundtrack but has a poor audio quality.",1,True,True
kg8FwhL_fqs,200,210,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y","['instrumental', 'no voice', 'acoustic guitars']",The music is purely instrumental and it features two acoustic guitars. One of them is playing a melody in the high register while the other one is providing accompaniment by strumming chords.,2,True,True
